Cycle: 5  MBP-L-111  2000 nM_X	Cycle: 5  MBP-L-111  2000 nM_Y	Cycle: 6  MBP-L-111  1000 nM_X	Cycle: 6  MBP-L-111  1000 nM_Y	Cycle: 8  MBP-L-111  250 nM_X	Cycle: 8  MBP-L-111  250 nM_Y	Cycle: 9  MBP-L-111  62.5 nM_X	Cycle: 9  MBP-L-111  62.5 nM_Y	Cycle: 10  MBP-L-111  15.6 nM_X	Cycle: 10  MBP-L-111  15.6 nM_Y	Cycle: 11  MBP-L-111  3.9 nM_X	Cycle: 11  MBP-L-111  3.9 nM_Y	Cycle: 13  MBP-L-111  250 nM_X	Cycle: 13  MBP-L-111  250 nM_Y	Cycle: 14  MBP-L-111  0.98 nM_X	Cycle: 14  MBP-L-111  0.98 nM_Y
193.69	22.1241	193.689	22.3424	193.689	22.5538	193.689	22.6815	193.689	22.6115	193.689	22.6248	193.689	22.417	193.689	20.6023
193.715	22.1241	193.714	22.3424	193.714	22.5538	193.714	22.6815	193.714	22.6115	193.714	22.6248	193.714	22.417	193.714	20.6023
193.74	22.1241	193.739	22.3424	193.739	22.5538	193.739	22.6815	193.739	22.6115	193.739	22.6248	193.739	22.4267	193.739	20.6023
193.765	22.1241	193.764	22.3424	193.764	22.5546	193.764	22.6815	193.764	22.6115	193.764	22.6248	193.764	22.4267	193.764	20.6023
193.79	22.1241	193.789	22.3424	193.789	22.5628	193.789	22.6815	193.789	22.6115	193.789	22.6248	193.789	22.417	193.789	20.6023
193.815	22.1249	193.814	22.3424	193.814	22.5546	193.814	22.6815	193.814	22.6108	193.814	22.6248	193.814	22.417	193.814	20.6023
193.84	22.1331	193.839	22.3424	193.839	22.5636	193.839	22.6823	193.839	22.6025	193.839	22.6248	193.839	22.417	193.839	20.6023
193.865	22.1249	193.864	22.3424	193.864	22.5636	193.864	22.6912	193.864	22.6115	193.864	22.6248	193.864	22.4267	193.864	20.6023
193.89	22.1339	193.889	22.3424	193.889	22.5636	193.889	22.6912	193.889	22.6115	193.889	22.6248	193.889	22.4267	193.889	20.6023
193.915	22.1339	193.914	22.3424	193.914	22.5636	193.914	22.6912	193.914	22.6108	193.914	22.6248	193.914	22.4267	193.914	20.6023
193.94	22.1339	193.939	22.3424	193.939	22.5636	193.939	22.6912	193.939	22.6018	193.939	22.6248	193.939	22.4267	193.939	20.6023
193.965	22.1339	193.964	22.3424	193.964	22.5636	193.964	22.6912	193.964	22.6018	193.964	22.6248	193.964	22.4267	193.964	20.6023
193.99	22.1339	193.989	22.3424	193.989	22.5636	193.989	22.6912	193.989	22.6018	193.989	22.6248	193.989	22.4267	193.989	20.6023
194.015	22.1339	194.014	22.3424	194.014	22.5636	194.014	22.6912	194.014	22.6018	194.014	22.6248	194.014	22.4267	194.014	20.6023
194.04	22.1339	194.039	22.3424	194.039	22.5636	194.039	22.6912	194.039	22.6025	194.039	22.6248	194.039	22.4267	194.039	20.6023
194.065	22.1339	194.064	22.3424	194.064	22.5636	194.064	22.6912	194.064	22.6115	194.064	22.6248	194.064	22.4267	194.064	20.6023
194.09	22.1339	194.089	22.3424	194.089	22.5519	194.089	22.6912	194.089	22.6115	194.089	22.6248	194.089	22.4267	194.089	20.6023
194.115	22.1339	194.114	22.3424	194.114	22.5519	194.114	22.6912	194.114	22.6115	194.114	22.6248	194.114	22.4267	194.114	20.6023
194.14	22.1339	194.139	22.3424	194.139	22.5519	194.139	22.6912	194.139	22.6115	194.139	22.6248	194.139	22.4267	194.139	20.6023
194.165	22.1339	194.164	22.3424	194.164	22.5519	194.164	22.6912	194.164	22.6115	194.164	22.6248	194.164	22.4267	194.164	20.6023
194.19	22.1339	194.189	22.3424	194.189	22.5636	194.189	22.6912	194.189	22.6115	194.189	22.6248	194.189	22.4267	194.189	20.6023
194.215	22.1339	194.214	22.3424	194.214	22.5519	194.214	22.6912	194.214	22.6115	194.214	22.6248	194.214	22.4267	194.214	20.6023
194.24	22.1339	194.239	22.3424	194.239	22.5636	194.239	22.6912	194.239	22.6115	194.239	22.6248	194.239	22.4267	194.239	20.6023
194.265	22.1339	194.264	22.3424	194.264	22.5636	194.264	22.6912	194.264	22.6115	194.264	22.6248	194.264	22.4267	194.264	20.6023
194.29	22.1339	194.289	22.3424	194.289	22.5636	194.289	22.6912	194.289	22.6115	194.289	22.6248	194.289	22.4267	194.289	20.6023
194.315	22.1339	194.314	22.3424	194.314	22.5636	194.314	22.6912	194.314	22.6115	194.314	22.6248	194.314	22.4267	194.314	20.6023
194.34	22.1339	194.339	22.3424	194.339	22.5636	194.339	22.6912	194.339	22.6115	194.339	22.6248	194.339	22.4267	194.339	20.6031
194.365	22.1331	194.364	22.3424	194.364	22.5636	194.364	22.6912	194.364	22.6115	194.364	22.6248	194.364	22.4267	194.364	20.6121
194.39	22.1241	194.389	22.3424	194.389	22.5636	194.389	22.6912	194.389	22.6115	194.389	22.6248	194.389	22.4267	194.389	20.6121
194.415	22.1249	194.414	22.3424	194.414	22.5636	194.414	22.6912	194.414	22.6115	194.414	22.6248	194.414	22.4267	194.414	20.6121
194.44	22.1339	194.439	22.3424	194.439	22.5636	194.439	22.6912	194.439	22.6115	194.439	22.6248	194.439	22.4267	194.439	20.6121
194.465	22.1339	194.464	22.3424	194.464	22.5636	194.464	22.6912	194.464	22.6115	194.464	22.6248	194.464	22.4267	194.464	20.6121
194.49	22.1331	194.489	22.3424	194.489	22.5636	194.489	22.6912	194.489	22.6018	194.489	22.6248	194.489	22.4267	194.489	20.6121
194.515	22.1249	194.514	22.3424	194.514	22.5636	194.514	22.6912	194.514	22.6115	194.514	22.6248	194.514	22.4267	194.514	20.6121
194.54	22.1345	194.539	22.3428	194.539	22.564	194.539	22.6916	194.539	22.6119	194.539	22.6252	194.539	22.4281	194.539	20.6125
194.565	22.1382	194.564	22.3469	194.564	22.5681	194.564	22.6957	194.564	22.6063	194.564	22.6293	194.564	22.4429	194.564	20.6166
194.59	22.1339	194.589	22.3424	194.589	22.5636	194.589	22.6912	194.589	22.6018	194.589	22.6248	194.589	22.4384	194.589	20.6121
194.615	22.1339	194.614	22.3424	194.614	22.5636	194.614	22.6912	194.614	22.6018	194.614	22.6248	194.614	22.4384	194.614	20.6121
194.64	22.1339	194.639	22.3424	194.639	22.5636	194.639	22.6912	194.639	22.6018	194.639	22.6248	194.639	22.4384	194.639	20.6121
194.665	22.1339	194.664	22.3424	194.664	22.5636	194.664	22.6912	194.664	22.6018	194.664	22.6248	194.664	22.4384	194.664	20.6121
194.69	22.1334	194.689	22.342	194.689	22.5632	194.689	22.6909	194.689	22.6014	194.689	22.6244	194.689	22.4381	194.689	20.6117
194.715	22.1298	194.714	22.3381	194.714	22.5593	194.714	22.6869	194.714	22.5974	194.714	22.6205	194.714	22.4341	194.714	20.6077
194.74	22.1339	194.739	22.3424	194.739	22.5636	194.739	22.6912	194.739	22.6115	194.739	22.6248	194.739	22.4384	194.739	20.6121
194.765	22.1339	194.764	22.3424	194.764	22.5519	194.764	22.6912	194.764	22.6115	194.764	22.6248	194.764	22.4384	194.764	20.6121
194.79	22.1337	194.789	22.3424	194.789	22.5519	194.789	22.6912	194.789	22.6018	194.789	22.6248	194.789	22.4384	194.789	20.6121
194.815	22.129	194.814	22.3375	194.814	22.5587	194.814	22.6864	194.814	22.5969	194.814	22.6199	194.814	22.4336	194.814	20.6072
194.84	22.129	194.839	22.3375	194.839	22.5587	194.839	22.6864	194.839	22.5969	194.839	22.6199	194.839	22.4336	194.839	20.6072
194.865	22.129	194.864	22.3375	194.864	22.5587	194.864	22.6864	194.864	22.5969	194.864	22.6199	194.864	22.4336	194.864	20.6072
194.89	22.129	194.889	22.3375	194.889	22.547	194.889	22.6864	194.889	22.5969	194.889	22.6199	194.889	22.4336	194.889	20.6072
194.915	22.129	194.914	22.3375	194.914	22.5478	194.914	22.6864	194.914	22.5969	194.914	22.6199	194.914	22.4336	194.914	20.6072
194.94	22.129	194.939	22.3375	194.939	22.5568	194.939	22.6871	194.939	22.5969	194.939	22.6199	194.939	22.4336	194.939	20.6072
194.965	22.129	194.964	22.3375	194.964	22.5568	194.964	22.6961	194.964	22.5969	194.964	22.6199	194.964	22.4336	194.964	20.6072
194.99	22.129	194.989	22.3375	194.989	22.5568	194.989	22.6961	194.989	22.5969	194.989	22.6199	194.989	22.4336	194.989	20.6072
195.015	22.129	195.014	22.3375	195.014	22.5568	195.014	22.6961	195.014	22.5969	195.014	22.6199	195.014	22.4336	195.014	20.6072
195.04	22.129	195.039	22.3375	195.039	22.5568	195.039	22.6961	195.039	22.5969	195.039	22.6199	195.039	22.4336	195.039	20.6072
195.065	22.129	195.064	22.3375	195.064	22.5677	195.064	22.6961	195.064	22.5969	195.064	22.6199	195.064	22.4336	195.064	20.6072
195.09	22.1283	195.089	22.3375	195.089	22.5587	195.089	22.6961	195.089	22.5969	195.089	22.6199	195.089	22.4336	195.089	20.6072
195.115	22.1193	195.114	22.3375	195.114	22.5587	195.114	22.6961	195.114	22.5969	195.114	22.6199	195.114	22.4336	195.114	20.6072
195.14	22.1193	195.139	22.3375	195.139	22.5595	195.139	22.6961	195.139	22.5969	195.139	22.6199	195.139	22.4336	195.139	20.6072
195.165	22.1193	195.164	22.3375	195.164	22.5677	195.164	22.6961	195.164	22.5969	195.164	22.6199	195.164	22.4336	195.164	20.6072
195.19	22.1193	195.189	22.3375	195.189	22.5587	195.189	22.6961	195.189	22.5969	195.189	22.6199	195.189	22.4336	195.189	20.6072
195.215	22.129	195.214	22.3375	195.214	22.5587	195.214	22.6961	195.214	22.5969	195.214	22.6199	195.214	22.4336	195.214	20.6072
195.24	22.129	195.239	22.3375	195.239	22.5587	195.239	22.7059	195.239	22.5969	195.239	22.6199	195.239	22.4336	195.239	20.6072
195.265	22.129	195.264	22.3375	195.264	22.5587	195.264	22.7059	195.264	22.5969	195.264	22.6199	195.264	22.4336	195.264	20.6072
195.29	22.129	195.289	22.3375	195.289	22.5587	195.289	22.6961	195.289	22.5969	195.289	22.6199	195.289	22.4336	195.289	20.6072
195.315	22.129	195.314	22.3375	195.314	22.5587	195.314	22.6961	195.314	22.5977	195.314	22.6199	195.314	22.4336	195.314	20.6072
195.34	22.129	195.339	22.3375	195.339	22.5587	195.339	22.6961	195.339	22.6066	195.339	22.6199	195.339	22.4336	195.339	20.6072
195.365	22.129	195.364	22.3375	195.364	22.5587	195.364	22.6961	195.364	22.6066	195.364	22.6199	195.364	22.4336	195.364	20.608
195.39	22.129	195.389	22.3375	195.389	22.5587	195.389	22.6961	195.389	22.6066	195.389	22.6199	195.389	22.4336	195.389	20.6169
195.415	22.129	195.414	22.3375	195.414	22.5587	195.414	22.6961	195.414	22.6066	195.414	22.6199	195.414	22.4336	195.414	20.6169
195.44	22.129	195.439	22.3375	195.439	22.5587	195.439	22.6961	195.439	22.6066	195.439	22.6199	195.439	22.4336	195.439	20.6169
195.465	22.129	195.464	22.3375	195.464	22.5587	195.464	22.6961	195.464	22.6066	195.464	22.6199	195.464	22.4336	195.464	20.6169
195.49	22.129	195.489	22.3375	195.489	22.5587	195.489	22.6961	195.489	22.6066	195.489	22.6199	195.489	22.4336	195.489	20.6169
195.515	22.129	195.514	22.3473	195.514	22.5587	195.514	22.6961	195.514	22.6066	195.514	22.6199	195.514	22.4336	195.514	20.6169
195.54	22.129	195.539	22.3473	195.539	22.5595	195.539	22.6961	195.539	22.6066	195.539	22.6199	195.539	22.4336	195.539	20.6162
195.565	22.129	195.564	22.3473	195.564	22.5685	195.564	22.6961	195.564	22.6066	195.564	22.6199	195.564	22.4336	195.564	20.6072
195.59	22.1298	195.589	22.3375	195.589	22.5685	195.589	22.6961	195.589	22.6066	195.589	22.6199	195.589	22.4336	195.589	20.608
195.615	22.1386	195.614	22.3375	195.614	22.5685	195.614	22.6961	195.614	22.6066	195.614	22.6199	195.614	22.4336	195.614	20.6169
195.64	22.1339	195.639	22.3424	195.639	22.5636	195.639	22.6912	195.639	22.6018	195.639	22.615	195.639	22.4287	195.639	20.6121
195.665	22.1331	195.664	22.3424	195.664	22.5636	195.664	22.6912	195.664	22.6018	195.664	22.615	195.664	22.4287	195.664	20.6121
195.69	22.1249	195.689	22.3424	195.689	22.5636	195.689	22.6912	195.689	22.6018	195.689	22.615	195.689	22.4287	195.689	20.6121
195.715	22.1339	195.714	22.3424	195.714	22.5636	195.714	22.6912	195.714	22.6018	195.714	22.615	195.714	22.4287	195.714	20.6121
195.74	22.1339	195.739	22.3424	195.739	22.5636	195.739	22.6912	195.739	22.6018	195.739	22.615	195.739	22.4287	195.739	20.6121
195.765	22.1331	195.764	22.3424	195.764	22.5636	195.764	22.6912	195.764	22.6018	195.764	22.615	195.764	22.4295	195.764	20.6121
195.79	22.1249	195.789	22.3424	195.789	22.5636	195.789	22.6912	195.789	22.6018	195.789	22.615	195.789	22.4384	195.789	20.6121
195.815	22.1339	195.814	22.3424	195.814	22.5636	195.814	22.6912	195.814	22.6018	195.814	22.615	195.814	22.4384	195.814	20.6121
195.84	22.1339	195.839	22.3424	195.839	22.5636	195.839	22.701	195.839	22.6018	195.839	22.615	195.839	22.4384	195.839	20.6121
195.865	22.1339	195.864	22.3424	195.864	22.5636	195.864	22.6912	195.864	22.6018	195.864	22.615	195.864	22.4384	195.864	20.6121
195.89	22.1339	195.889	22.3424	195.889	22.5636	195.889	22.701	195.889	22.6018	195.889	22.615	195.889	22.4384	195.889	20.6121
195.915	22.1331	195.914	22.3424	195.914	22.5636	195.914	22.701	195.914	22.6018	195.914	22.615	195.914	22.4384	195.914	20.6121
195.94	22.1249	195.939	22.3424	195.939	22.5636	195.939	22.701	195.939	22.6018	195.939	22.615	195.939	22.4384	195.939	20.6121
195.965	22.1339	195.964	22.3424	195.964	22.5636	195.964	22.6912	195.964	22.6018	195.964	22.615	195.964	22.4384	195.964	20.6121
195.99	22.1337	195.989	22.3424	195.989	22.5636	195.989	22.6912	195.989	22.6018	195.989	22.615	195.989	22.4384	195.989	20.6121
196.015	22.1292	196.014	22.3369	196.014	22.5589	196.014	22.6866	196.014	22.5971	196.014	22.6104	196.014	22.4338	196.014	20.6074
196.04	22.129	196.039	22.3277	196.039	22.5587	196.039	22.6864	196.039	22.5969	196.039	22.6102	196.039	22.4336	196.039	20.6072
196.065	22.1296	196.064	22.3281	196.064	22.5591	196.064	22.6867	196.064	22.5973	196.064	22.6105	196.064	22.4339	196.064	20.6076
196.09	22.1337	196.089	22.3324	196.089	22.5634	196.089	22.6911	196.089	22.6016	196.089	22.6149	196.089	22.4383	196.089	20.6119
196.115	22.1339	196.114	22.3326	196.114	22.5636	196.114	22.6912	196.114	22.6018	196.114	22.615	196.114	22.4384	196.114	20.6121
196.14	22.1339	196.139	22.3326	196.139	22.5636	196.139	22.6912	196.139	22.6018	196.139	22.615	196.139	22.4384	196.139	20.6121
196.165	22.1339	196.164	22.3334	196.164	22.5636	196.164	22.6912	196.164	22.6018	196.164	22.615	196.164	22.4384	196.164	20.6121
196.19	22.1339	196.189	22.3424	196.189	22.5636	196.189	22.6912	196.189	22.6018	196.189	22.615	196.189	22.4384	196.189	20.6121
196.215	22.1339	196.214	22.3424	196.214	22.5636	196.214	22.6912	196.214	22.6018	196.214	22.615	196.214	22.4384	196.214	20.6121
196.24	22.1346	196.239	22.3428	196.239	22.5641	196.239	22.6917	196.239	22.6022	196.239	22.6155	196.239	22.4389	196.239	20.6125
196.265	22.1398	196.264	22.3482	196.264	22.5694	196.264	22.6971	196.264	22.6076	196.264	22.6209	196.264	22.4443	196.264	20.6179
196.29	22.1398	196.289	22.3482	196.289	22.5694	196.289	22.6979	196.289	22.6076	196.289	22.6209	196.289	22.4443	196.289	20.6179
196.315	22.139	196.314	22.3475	196.314	22.5694	196.314	22.7069	196.314	22.6076	196.314	22.6209	196.314	22.4443	196.314	20.6082
196.34	22.1295	196.339	22.3389	196.339	22.5691	196.339	22.7065	196.339	22.6073	196.339	22.6205	196.339	22.4439	196.339	20.6078
196.365	22.1261	196.364	22.3435	196.364	22.5647	196.364	22.7022	196.364	22.6029	196.364	22.6162	196.364	22.4396	196.364	20.6035
196.39	22.1349	196.389	22.3433	196.389	22.5646	196.389	22.702	196.389	22.6027	196.389	22.616	196.389	22.4394	196.389	20.6033
196.415	22.1349	196.414	22.3433	196.414	22.5646	196.414	22.702	196.414	22.6027	196.414	22.616	196.414	22.4394	196.414	20.6033
196.44	22.1341	196.439	22.3433	196.439	22.5646	196.439	22.7118	196.439	22.6027	196.439	22.616	196.439	22.4394	196.439	20.6033
196.465	22.1259	196.464	22.3433	196.464	22.5646	196.464	22.7118	196.464	22.6027	196.464	22.616	196.464	22.4394	196.464	20.6033
196.49	22.1349	196.489	22.3426	196.489	22.5646	196.489	22.7118	196.489	22.6027	196.489	22.616	196.489	22.4394	196.489	20.6033
196.515	22.1341	196.514	22.3336	196.514	22.5646	196.514	22.702	196.514	22.6027	196.514	22.616	196.514	22.4394	196.514	20.6033
196.54	22.1251	196.539	22.3336	196.539	22.5646	196.539	22.702	196.539	22.6027	196.539	22.616	196.539	22.4394	196.539	20.6033
196.565	22.1251	196.564	22.3336	196.564	22.5646	196.564	22.702	196.564	22.6027	196.564	22.616	196.564	22.4394	196.564	20.6033
196.59	22.1251	196.589	22.3344	196.589	22.5646	196.589	22.702	196.589	22.6027	196.589	22.616	196.589	22.4394	196.589	20.6033
196.615	22.1251	196.614	22.3433	196.614	22.5646	196.614	22.702	196.614	22.6027	196.614	22.616	196.614	22.4394	196.614	20.6033
196.64	22.1251	196.639	22.3433	196.639	22.5646	196.639	22.702	196.639	22.6027	196.639	22.616	196.639	22.4394	196.639	20.6033
196.665	22.1251	196.664	22.3426	196.664	22.5646	196.664	22.702	196.664	22.6027	196.664	22.616	196.664	22.4394	196.664	20.6033
196.69	22.1251	196.689	22.3344	196.689	22.5646	196.689	22.702	196.689	22.6027	196.689	22.616	196.689	22.4394	196.689	20.6033
196.715	22.1251	196.714	22.3426	196.714	22.5646	196.714	22.702	196.714	22.6027	196.714	22.616	196.714	22.4394	196.714	20.6033
196.74	22.1251	196.739	22.3344	196.739	22.5646	196.739	22.702	196.739	22.6027	196.739	22.616	196.739	22.4394	196.739	20.6033
196.765	22.1249	196.764	22.3433	196.764	22.5646	196.764	22.702	196.764	22.6027	196.764	22.616	196.764	22.4394	196.764	20.6033
196.79	22.1202	196.789	22.3385	196.789	22.5597	196.789	22.6971	196.789	22.5979	196.789	22.6111	196.789	22.4345	196.789	20.5984
196.815	22.1202	196.814	22.3385	196.814	22.5597	196.814	22.6971	196.814	22.5979	196.814	22.6111	196.814	22.4345	196.814	20.5984
196.84	22.1202	196.839	22.3385	196.839	22.5597	196.839	22.6971	196.839	22.5979	196.839	22.6111	196.839	22.4345	196.839	20.5984
196.865	22.1202	196.864	22.3385	196.864	22.5597	196.864	22.6971	196.864	22.5979	196.864	22.6111	196.864	22.4345	196.864	20.5984
196.89	22.1202	196.889	22.3385	196.889	22.5597	196.889	22.6971	196.889	22.5979	196.889	22.6111	196.889	22.4345	196.889	20.5984
196.915	22.1202	196.914	22.3385	196.914	22.5597	196.914	22.6971	196.914	22.5979	196.914	22.6111	196.914	22.4345	196.914	20.5984
196.94	22.1202	196.939	22.3385	196.939	22.5597	196.939	22.6971	196.939	22.5979	196.939	22.6111	196.939	22.4345	196.939	20.5984
196.965	22.1202	196.964	22.3385	196.964	22.5597	196.964	22.6971	196.964	22.5979	196.964	22.6111	196.964	22.4345	196.964	20.5984
196.99	22.1202	196.989	22.3385	196.989	22.5597	196.989	22.6971	196.989	22.5979	196.989	22.6111	196.989	22.4345	196.989	20.5984
197.015	22.1202	197.014	22.3385	197.014	22.5597	197.014	22.6971	197.014	22.5979	197.014	22.6111	197.014	22.4345	197.014	20.5984
197.04	22.1202	197.039	22.3385	197.039	22.5597	197.039	22.6971	197.039	22.5979	197.039	22.6111	197.039	22.4345	197.039	20.5984
197.065	22.1202	197.064	22.3385	197.064	22.5597	197.064	22.6971	197.064	22.5979	197.064	22.6111	197.064	22.4353	197.064	20.5984
197.09	22.1202	197.089	22.3385	197.089	22.5597	197.089	22.6971	197.089	22.5979	197.089	22.6111	197.089	22.4443	197.089	20.5984
197.115	22.1202	197.114	22.3385	197.114	22.5597	197.114	22.6971	197.114	22.5979	197.114	22.6111	197.114	22.4443	197.114	20.5984
197.14	22.121	197.139	22.3385	197.139	22.5597	197.139	22.6971	197.139	22.5979	197.139	22.6111	197.139	22.4443	197.139	20.5984
197.165	22.1292	197.164	22.3385	197.164	22.5597	197.164	22.6971	197.164	22.5979	197.164	22.6111	197.164	22.4435	197.164	20.5984
197.19	22.121	197.189	22.3385	197.189	22.5597	197.189	22.6971	197.189	22.5979	197.189	22.6111	197.189	22.4353	197.189	20.5992
197.215	22.1302	197.214	22.3385	197.214	22.5597	197.214	22.6971	197.214	22.5979	197.214	22.6111	197.214	22.4443	197.214	20.6074
197.24	22.1347	197.239	22.3432	197.239	22.5644	197.239	22.7018	197.239	22.6025	197.239	22.6158	197.239	22.449	197.239	20.6031
197.265	22.1349	197.264	22.3433	197.264	22.5646	197.264	22.702	197.264	22.6027	197.264	22.616	197.264	22.4484	197.264	20.6041
197.29	22.1349	197.289	22.3433	197.289	22.5646	197.289	22.702	197.289	22.6027	197.289	22.616	197.289	22.4402	197.289	20.613
197.315	22.1349	197.314	22.3433	197.314	22.5646	197.314	22.702	197.314	22.6027	197.314	22.616	197.314	22.4492	197.314	20.613
197.34	22.1349	197.339	22.3433	197.339	22.5646	197.339	22.702	197.339	22.6027	197.339	22.616	197.339	22.459	197.339	20.613
197.365	22.1349	197.364	22.3433	197.364	22.5646	197.364	22.702	197.364	22.6027	197.364	22.616	197.364	22.459	197.364	20.613
197.39	22.1349	197.389	22.3433	197.389	22.5646	197.389	22.702	197.389	22.6027	197.389	22.616	197.389	22.459	197.389	20.613
197.415	22.1349	197.414	22.3433	197.414	22.5646	197.414	22.702	197.414	22.6027	197.414	22.616	197.414	22.459	197.414	20.613
197.44	22.1347	197.439	22.3433	197.439	22.5646	197.439	22.7028	197.439	22.6027	197.439	22.616	197.439	22.459	197.439	20.613
197.465	22.13	197.464	22.3385	197.464	22.5597	197.464	22.7069	197.464	22.5979	197.464	22.6111	197.464	22.4435	197.464	20.6082
197.49	22.13	197.489	22.3385	197.489	22.5597	197.489	22.7069	197.489	22.5979	197.489	22.6111	197.489	22.4451	197.489	20.6082
197.515	22.13	197.514	22.3385	197.514	22.5597	197.514	22.7069	197.514	22.5979	197.514	22.6111	197.514	22.4541	197.514	20.6082
197.54	22.13	197.539	22.3385	197.539	22.5597	197.539	22.7069	197.539	22.5979	197.539	22.6111	197.539	22.4541	197.539	20.6082
197.565	22.13	197.564	22.3385	197.564	22.5605	197.564	22.7069	197.564	22.5979	197.564	22.6111	197.564	22.4541	197.564	20.6082
197.59	22.13	197.589	22.3385	197.589	22.5694	197.589	22.7069	197.589	22.5986	197.589	22.6111	197.589	22.4541	197.589	20.6082
197.615	22.13	197.614	22.3385	197.614	22.5694	197.614	22.7069	197.614	22.6076	197.614	22.6111	197.614	22.4541	197.614	20.6082
197.64	22.13	197.639	22.3385	197.639	22.5694	197.639	22.7069	197.639	22.6076	197.639	22.6111	197.639	22.4541	197.639	20.6082
197.665	22.13	197.664	22.3385	197.664	22.5694	197.664	22.7069	197.664	22.6076	197.664	22.6111	197.664	22.4541	197.664	20.6082
197.69	22.13	197.689	22.3385	197.689	22.5694	197.689	22.7069	197.689	22.6076	197.689	22.6111	197.689	22.4541	197.689	20.6082
197.715	22.13	197.714	22.3385	197.714	22.5694	197.714	22.7069	197.714	22.6076	197.714	22.6111	197.714	22.4541	197.714	20.6082
197.74	22.13	197.739	22.3385	197.739	22.5694	197.739	22.7069	197.739	22.6076	197.739	22.6111	197.739	22.4541	197.739	20.6082
197.765	22.13	197.764	22.3385	197.764	22.5694	197.764	22.7069	197.764	22.6076	197.764	22.6111	197.764	22.4541	197.764	20.6082
197.79	22.13	197.789	22.3385	197.789	22.5694	197.789	22.7069	197.789	22.6076	197.789	22.6111	197.789	22.4541	197.789	20.6082
197.815	22.13	197.814	22.3385	197.814	22.5694	197.814	22.7069	197.814	22.6076	197.814	22.6111	197.814	22.4541	197.814	20.6082
197.84	22.13	197.839	22.3385	197.839	22.5694	197.839	22.7069	197.839	22.6076	197.839	22.6111	197.839	22.4541	197.839	20.6082
197.865	22.13	197.864	22.3385	197.864	22.5694	197.864	22.7069	197.864	22.6076	197.864	22.6111	197.864	22.4541	197.864	20.6082
197.89	22.13	197.889	22.3385	197.889	22.5694	197.889	22.7069	197.889	22.6076	197.889	22.6111	197.889	22.4541	197.889	20.6082
197.915	22.13	197.914	22.3385	197.914	22.5694	197.914	22.7069	197.914	22.6076	197.914	22.6111	197.914	22.4541	197.914	20.6082
197.94	22.13	197.939	22.3385	197.939	22.5694	197.939	22.7069	197.939	22.6076	197.939	22.6111	197.939	22.4541	197.939	20.6082
197.965	22.13	197.964	22.3385	197.964	22.5694	197.964	22.7069	197.964	22.6076	197.964	22.6111	197.964	22.4541	197.964	20.6082
197.99	22.13	197.989	22.3385	197.989	22.5694	197.989	22.7069	197.989	22.6076	197.989	22.6111	197.989	22.4541	197.989	20.6082
198.015	22.13	198.014	22.3385	198.014	22.5694	198.014	22.7069	198.014	22.6076	198.014	22.6111	198.014	22.4541	198.014	20.6082
198.04	22.13	198.039	22.3385	198.039	22.5694	198.039	22.7069	198.039	22.6076	198.039	22.6111	198.039	22.4541	198.039	20.6082
198.065	22.13	198.064	22.3385	198.064	22.5694	198.064	22.7069	198.064	22.6076	198.064	22.6111	198.064	22.4541	198.064	20.6082
198.09	22.13	198.089	22.3385	198.089	22.5694	198.089	22.7069	198.089	22.6076	198.089	22.6111	198.089	22.4541	198.089	20.6082
198.115	22.13	198.114	22.3385	198.114	22.5694	198.114	22.7069	198.114	22.6076	198.114	22.6111	198.114	22.4541	198.114	20.6082
198.14	22.1298	198.139	22.3385	198.139	22.5694	198.139	22.7069	198.139	22.6076	198.139	22.6111	198.139	22.4541	198.139	20.6082
198.165	22.1251	198.164	22.3336	198.164	22.5646	198.164	22.702	198.164	22.6027	198.164	22.6063	198.164	22.4492	198.164	20.6033
198.19	22.1246	198.189	22.3332	198.189	22.5642	198.189	22.7016	198.189	22.6024	198.189	22.6067	198.189	22.4488	198.189	20.6029
198.215	22.1204	198.214	22.3289	198.214	22.5599	198.214	22.6973	198.214	22.598	198.214	22.6113	198.214	22.4445	198.214	20.5986
198.24	22.1202	198.239	22.3287	198.239	22.5597	198.239	22.6971	198.239	22.5979	198.239	22.6111	198.239	22.4443	198.239	20.5984
198.265	22.1202	198.264	22.3287	198.264	22.5597	198.264	22.6971	198.264	22.5979	198.264	22.6111	198.264	22.4443	198.264	20.5984
198.29	22.1202	198.289	22.3287	198.289	22.5597	198.289	22.6971	198.289	22.5979	198.289	22.6111	198.289	22.4443	198.289	20.5984
198.315	22.1202	198.314	22.3287	198.314	22.5597	198.314	22.6873	198.314	22.5979	198.314	22.6111	198.314	22.4443	198.314	20.5984
198.34	22.1202	198.339	22.3287	198.339	22.5597	198.339	22.6873	198.339	22.5979	198.339	22.6111	198.339	22.4443	198.339	20.5984
198.365	22.1202	198.364	22.3287	198.364	22.5597	198.364	22.6881	198.364	22.5979	198.364	22.6111	198.364	22.4443	198.364	20.5984
198.39	22.1202	198.389	22.3287	198.389	22.5597	198.389	22.6971	198.389	22.5979	198.389	22.6111	198.389	22.4443	198.389	20.5984
198.415	22.1202	198.414	22.3287	198.414	22.5597	198.414	22.6971	198.414	22.5979	198.414	22.6111	198.414	22.4443	198.414	20.5984
198.44	22.1202	198.439	22.3287	198.439	22.5589	198.439	22.6971	198.439	22.5979	198.439	22.6111	198.439	22.4443	198.439	20.5984
